Datum : 	18.3.2014
Durchmesser :	99
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1944 A	1944 B	1281068
d	s	kN	kN	mm	mm	mm	mm
41716	15,234375	-1	-1,0177195	-0,18765703	-0,0068526417	-1,2142391	-1,3587384
41716	15,734375	-1	-1,0203197	-0,1877673	-0,0068440735	-1,214196	-1,3588789
41716	16,234375	-1	-0,99896264	-0,18716305	-0,0068484992	-1,214236	-1,3587146
41716	16,734375	-1	-1,0022968	-0,18713921	-0,0068100244	-1,214313	-1,3587941
41716	17,234375	-1	-0,99507535	-0,18783957	-0,0067074746	-1,2143033	-1,3588321
41716	17,734375	-1	-0,99991262	-0,1871787	-0,0068066865	-1,2142482	-1,3588122
41716	18,234375	-1	-1,0081884	-0,18678084	-0,0068243742	-1,2142718	-1,3588786
41716	18,734375	-1	-1,0198187	-0,18741935	-0,0068361461	-1,2141643	-1,3588444
41716	19,234375	-1	-1,02547	-0,18716529	-0,0068889856	-1,2142314	-1,3587967
41716	19,734375	-1	-1,0382589	-0,18728599	-0,0068576187	-1,2141888	-1,3589754
41716	20,234375	-1	-1,0291804	-0,18787161	-0,0068478733	-1,2141967	-1,3588017
41716	20,734375	-1	-1,0022931	-0,18749312	-0,0068186224	-1,214241	-1,3588413
41716	21,234375	-1	-0,99159217	-0,18754303	-0,0068317056	-1,2141832	-1,358868
41716	21,734375	-1	-1,0110624	-0,18693656	-0,0068368465	-1,2142112	-1,3588018
41716	22,234375	-1	-0,96813029	-0,18707588	-0,0067617893	-1,2142359	-1,3588227
41716	22,734375	-1	-0,9945482	-0,18777698	-0,0067540556	-1,2141834	-1,3589162
41716	23,234375	-1	-1,0037087	-0,18702075	-0,0067842901	-1,2141875	-1,3588378
41716	23,734375	-1	-0,99908936	-0,18704757	-0,0068381727	-1,2142208	-1,3588001
41716	24,234375	-1	-1,0164529	-0,18745661	-0,006843999	-1,2142183	-1,3589098
41716	24,734375	-1	-1,0256097	-0,187134	-0,006845057	-1,2141755	-1,3588039
41716	25,234375	-2,7443359	-2,6551857	-0,0083900988	-0,00043253601	-0,00043959916	-0,00070513971
41716	25,734375	-4,6943359	-3,8954058	-0,015709549	-0,00088912249	-0,00072176754	-0,0012078099
41716	26,234375	-6,6443362	-6,6373572	-0,031420588	-0,0016728044	-0,0013594478	-0,0024894979
41716	26,734375	-8,5943365	-8,4946957	-0,04022494	-0,0023606718	-0,001795128	-0,0033111759
41716	27,234375	-10,544336	-10,6449	-0,05087927	-0,0031376332	-0,0023892522	-0,0043232888
41716	27,734375	-12,494336	-12,714306	-0,060485303	-0,0039105266	-0,0028575361	-0,0051661022
41716	28,234375	-14,444336	-14,625903	-0,068142265	-0,004598707	-0,0033513457	-0,0059581716
41716	28,734375	-16,394337	-16,566797	-0,076109916	-0,0053298324	-0,0039387345	-0,006836392
41716	29,234375	-18,344336	-18,487076	-0,083325058	-0,006094113	-0,0045673549	-0,007687619
41716	29,734375	-20,294336	-20,420242	-0,090927631	-0,0068021715	-0,0051195025	-0,0085309613
41716	30,234375	-22,244337	-22,374651	-0,098069012	-0,0074806809	-0,0056794584	-0,0093161538
41716	30,734375	-24,194336	-24,301525	-0,10539964	-0,0082559735	-0,0064033121	-0,010006092
41716	31,234375	-26,144337	-26,210238	-0,11138991	-0,0088796616	-0,0069816858	-0,010735547
41716	31,734375	-28,094337	-28,177773	-0,11832714	-0,009577021	-0,0077045262	-0,011671167
41716	32,234375	-30,044336	-30,133509	-0,12485683	-0,010307632	-0,0084719062	-0,012384735
41716	32,734375	-31,994337	-32,078796	-0,13126135	-0,01100295	-0,0091442466	-0,013084929
41716	33,234375	-33,944336	-34,021317	-0,13760477	-0,011771388	-0,0098750442	-0,013865229
41716	33,734375	-35,894337	-35,974033	-0,14433563	-0,012505807	-0,01059249	-0,014566258
41716	34,234375	-37,844337	-37,897083	-0,15011728	-0,013168365	-0,011434868	-0,015446067
41716	34,734375	-39,794338	-39,899406	-0,15658885	-0,013871528	-0,012160003	-0,01612876
41716	35,234375	-41,744335	-41,844456	-0,1625821	-0,014637262	-0,012874424	-0,016771499
41716	35,734375	-43,694336	-43,76276	-0,16874671	-0,015374526	-0,013662502	-0,017600074
41716	36,234375	-45,644337	-45,721737	-0,17455071	-0,016057365	-0,014501348	-0,018272519
