Datum : 	05.12.2013
Durchmesser :	69,3
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg Sollwert	Ch 1 Weg	Ch 1 W2TK Mittel	W2TK 7733	W2TK 7734	W2TK 7737	Ch 1 MTS Aufnehmer Mittel	1944 A	1944 B	2157
41613	34,969727	-2,78125	-2,4972055	0	-0,0097842887	-0,003081046	-0,00035191327	-0,0065229684	-0,0023682564	-0,024554394	-0,00051494758	-0,0013708025	-0,0011062101
41613	35,069336	-2,9705079	-2,7338135	0	-0,011545606	-0,0037185412	-0,00053302199	-0,0076741986	-0,0029484034	-0,024639763	-0,0006444013	-0,0014993241	-0,0012304895
41613	35,168945	-3,1597655	-2,9480047	0	-0,013127923	-0,0043759272	-0,00076954067	-0,0087753162	-0,0035829246	-0,024779271	-0,00079315598	-0,0017798934	-0,0013406258
41613	35,268555	-3,3490233	-3,1542573	0	-0,01442451	-0,0049571246	-0,0010051876	-0,0097178668	-0,0041483194	-0,024828833	-0,00087788288	-0,0018461356	-0,0015060976
41613	35,368164	-3,5382812	-3,3535008	0	-0,015681237	-0,005522076	-0,0012267902	-0,010686789	-0,0046526492	-0,024917148	-0,00099892449	-0,0019798679	-0,0016037934
41613	35,467773	-3,7275391	-3,5555251	0	-0,016789697	-0,0060848459	-0,001434207	-0,011541221	-0,0052791089	-0,024963943	-0,0010161266	-0,0021429956	-0,0017763022
41613	35,567383	-3,9167969	-3,7186499	0	-0,017690286	-0,0065755309	-0,0016672239	-0,012344312	-0,0057150573	-0,025062118	-0,0011786195	-0,0022287164	-0,0019104276
41613	35,666992	-4,1060548	-3,7996769	0	-0,018242747	-0,0068402737	-0,0017495379	-0,012813471	-0,0059578121	-0,025123818	-0,0012769193	-0,0022837305	-0,0019735433
41613	35,766602	-4,2953124	-3,7730112	0	-0,018344074	-0,0069009759	-0,0017745644	-0,012903735	-0,0060246289	-0,025082652	-0,0011928168	-0,0022975393	-0,0019479655
41613	35,866211	-4,4845705	-3,7570875	0	-0,018147193	-0,0068905614	-0,0017659962	-0,012958903	-0,0059467852	-0,025055956	-0,0011841378	-0,00222525	-0,0019396283
41613	35,96582	-4,6738281	-3,7793703	0	-0,018251874	-0,0069308281	-0,0017419234	-0,013012685	-0,006037876	-0,025129672	-0,0012647937	-0,0022798404	-0,00192298
41613	36,06543	-4,8630857	-3,8187635	0	-0,018585846	-0,0069831014	-0,0017270148	-0,013174474	-0,0060478151	-0,025134558	-0,0012756517	-0,0023181355	-0,00196518
41613	36,165039	-5,0523438	-3,9120483	0	-0,018892996	-0,0071422136	-0,0017685667	-0,013432801	-0,006225273	-0,025157019	-0,0013410017	-0,0023813834	-0,0020604767
41613	36,264648	-5,2416015	-4,1282139	0	-0,020131283	-0,007551109	-0,0018514469	-0,014184542	-0,0066173375	-0,025216753	-0,001482949	-0,0024604267	-0,0022179577
41613	36,364258	-5,4308591	-4,3811536	0	-0,021607801	-0,0082119005	-0,0020984858	-0,015120164	-0,007417053	-0,025331549	-0,001645965	-0,0026330687	-0,0023746658
41613	36,463867	-5,6201172	-4,8278551	0	-0,023998693	-0,0092959274	-0,0027853772	-0,016713081	-0,0083893239	-0,025561772	-0,0018252133	-0,0029651318	-0,0026604086
41613	36,563477	-5,8093748	-5,3276682	0	-0,026063994	-0,010659829	-0,0037436709	-0,018559657	-0,0096761584	-0,025715502	-0,0020835397	-0,0032407455	-0,0030011106
41613	36,663086	-5,9986329	-6,0609813	0	-0,029747747	-0,012614	-0,0050962865	-0,020998681	-0,011747032	-0,025999017	-0,0025357348	-0,0036819689	-0,0034934748
41613	36,762695	-6,1878905	-6,4581876	0	-0,031931512	-0,013831076	-0,0060575828	-0,022638783	-0,012796864	-0,026179895	-0,0027549663	-0,0039855242	-0,0037681591
41613	36,862305	-6,3771482	-6,7057099	0	-0,033652782	-0,014490079	-0,0064683035	-0,023545962	-0,013455972	-0,026284024	-0,0029294039	-0,0041642366	-0,0039296858
41613	36,961914	-6,5664063	-6,8729024	0	-0,034310482	-0,014981373	-0,0067262799	-0,024161739	-0,014056101	-0,026290413	-0,0030284359	-0,0042044139	-0,0040640179
41613	37,061523	-6,7556639	-7,0547962	0	-0,035102293	-0,015277783	-0,0069123879	-0,02467222	-0,014248744	-0,026427681	-0,0031703715	-0,0043601617	-0,004214298
41613	37,161133	-6,944922	-7,1679091	0	-0,035266019	-0,015626956	-0,0070931837	-0,025154712	-0,01463297	-0,026491841	-0,0032818988	-0,0045075212	-0,0043127071
41613	37,260742	-7,1341796	-7,3131704	0	-0,036436133	-0,015981462	-0,0073031932	-0,02562839	-0,015012801	-0,026584394	-0,0033387928	-0,0045753112	-0,0043663159
41613	37,360352	-7,3234372	-7,4448056	0	-0,037275255	-0,016347846	-0,0075458139	-0,026088746	-0,015408978	-0,026597781	-0,0034248203	-0,0046376726	-0,0044958964
41613	37,459961	-7,5126953	-7,5850515	0	-0,037855096	-0,016724078	-0,0077857971	-0,02652421	-0,015862226	-0,026686914	-0,0035271056	-0,0046979552	-0,004601879
41613	37,55957	-7,7019529	-7,7322645	0	-0,03856048	-0,017119355	-0,0080801398	-0,026955569	-0,016322359	-0,026685417	-0,0035221435	-0,0047978107	-0,0046930537
41613	37,65918	-7,891211	-7,9074316	0	-0,039169006	-0,017527575	-0,0083859414	-0,027386202	-0,016810581	-0,026784398	-0,0036716231	-0,0049090935	-0,0048142895
41613	37,758789	-8,0804691	-8,0902157	0	-0,040176138	-0,017923696	-0,0087535456	-0,027841927	-0,017175615	-0,026875293	-0,0037979477	-0,0050780848	-0,0049702991
41613	37,858398	-8,2697268	-8,2228203	0	-0,041017309	-0,018285826	-0,0090592951	-0,028221561	-0,01757662	-0,026907686	-0,0038933891	-0,0050472468	-0,0050826948
41613	37,958008	-8,4589844	-8,3740244	0	-0,041713007	-0,018703748	-0,0094238296	-0,028672786	-0,018014625	-0,026971448	-0,0039949804	-0,0051568709	-0,0051464289
41613	38,057617	-8,648242	-8,5470943	0	-0,042108446	-0,019160323	-0,0098431706	-0,029131703	-0,018506095	-0,027055191	-0,0040025166	-0,005315586	-0,0052782837
41613	38,157227	-8,8374996	-8,7021313	0	-0,043238886	-0,019625302	-0,010281719	-0,029561305	-0,019032881	-0,02713217	-0,0041569653	-0,0054778829	-0,005328862
41613	38,256836	-9,0267572	-8,912282	0	-0,043961406	-0,020156439	-0,010767497	-0,030090028	-0,019611791	-0,027194358	-0,004217851	-0,005553971	-0,0055385008
41613	38,356445	-9,2160158	-9,1458263	0	-0,045365654	-0,020739844	-0,011384301	-0,030627783	-0,02020745	-0,027286183	-0,0043940949	-0,0056999875	-0,0057296008
41613	38,456055	-9,4052734	-9,4163399	0	-0,04610531	-0,021372272	-0,012012206	-0,031239916	-0,020864695	-0,02742064	-0,0046022455	-0,0058554579	-0,0059791747
41613	38,555664	-9,5945311	-9,6462736	0	-0,047435984	-0,022043725	-0,012683727	-0,031898834	-0,021548614	-0,027484862	-0,0046932725	-0,0060021505	-0,0061247535
41613	38,655273	-9,7837887	-9,891675	0	-0,048380904	-0,022736084	-0,013364814	-0,032521587	-0,02232185	-0,027582193	-0,004854525	-0,006168047	-0,0062887203
41613	38,754883	-9,9730463	-10,152837	0	-0,049423613	-0,023369553	-0,014012612	-0,033156335	-0,022939712	-0,027671417	-0,0049459743	-0,0062946901	-0,0065082237
41613	38,854492	-10,162305	-10,359636	0	-0,05024001	-0,024005091	-0,014630787	-0,033756368	-0,023628116	-0,027819395	-0,0051192702	-0,0064831013	-0,0066485945
41613	38,954102	-10,351563	-10,576239	0	-0,051524118	-0,02461418	-0,015234493	-0,034293581	-0,024314463	-0,02788108	-0,0051836567	-0,0066082403	-0,0067837685
41613	39,053711	-10,54082	-10,853647	0	-0,052260235	-0,02522262	-0,015810527	-0,034877386	-0,024979949	-0,028000737	-0,0053911777	-0,0067955414	-0,0070013609
41613	39,15332	-10,730078	-11,129512	0	-0,053793006	-0,025919674	-0,016528808	-0,035471678	-0,025758535	-0,028111618	-0,0055764648	-0,0070307031	-0,0072465558
41613	39,25293	-10,919335	-11,333722	0	-0,054262392	-0,026555823	-0,017156146	-0,036074042	-0,026437283	-0,028192267	-0,0056280973	-0,0071566915	-0,0074126795
41613	39,352539	-11,108594	-11,515121	0	-0,055442564	-0,027083436	-0,017686836	-0,036538128	-0,027025342	-0,028290816	-0,0058023771	-0,0072156526	-0,0075276606
41613	39,452148	-11,297852	-11,696992	0	-0,056387484	-0,027582789	-0,018197931	-0,036967449	-0,027582988	-0,028330769	-0,0058785519	-0,0072715702	-0,0077090077
41613	39,551758	-11,487109	-11,922283	0	-0,056922808	-0,028139666	-0,018768243	-0,037499733	-0,02815102	-0,028407801	-0,0059451712	-0,0074634356	-0,0078255739
41613	39,651367	-11,676367	-12,121763	0	-0,057818554	-0,028662989	-0,019323595	-0,037963796	-0,028701574	-0,028513934	-0,0060914098	-0,0076219607	-0,0079710577
41613	39,750977	-11,865624	-12,295259	0	-0,058602169	-0,029120881	-0,019786127	-0,038404796	-0,02917172	-0,028583363	-0,0062583447	-0,0077063143	-0,0081219152
41613	39,850586	-12,054883	-12,49066	0	-0,059323199	-0,029579444	-0,020214014	-0,038781583	-0,029742733	-0,028714437	-0,0064188205	-0,0078871874	-0,0082776025
41613	39,950195	-12,244141	-12,633265	0	-0,06018877	-0,029986838	-0,020646401	-0,039164074	-0,030150041	-0,028693605	-0,0064061601	-0,0078863371	-0,008424608
41613	40,049805	-12,433398	-12,785959	0	-0,060493499	-0,030390896	-0,021094613	-0,039585128	-0,030492947	-0,028817186	-0,0064942557	-0,0080665667	-0,0085470751
41613	40,149414	-12,622656	-12,949349	0	-0,061686523	-0,030787913	-0,021487199	-0,039925143	-0,030951396	-0,028830221	-0,0066272137	-0,0081105782	-0,0086633135
41613	40,249023	-12,811913	-13,101723	0	-0,062199496	-0,031220959	-0,021945946	-0,040351406	-0,031365529	-0,028888399	-0,0066880621	-0,0082587833	-0,0087685771
41613	40,348633	-13,001172	-13,255013	0	-0,062359124	-0,031647697	-0,022388048	-0,040737338	-0,031817704	-0,028940935	-0,0068123536	-0,0083572241	-0,0088289566
41613	40,448242	-13,19043	-13,442248	0	-0,063483603	-0,032063268	-0,022826381	-0,041101635	-0,032261789	-0,029045383	-0,0068877577	-0,0084505025	-0,0090455767
41613	40,547852	-13,379687	-13,646754	0	-0,064028054	-0,032522559	-0,02329015	-0,04152178	-0,032755747	-0,029185433	-0,0071386606	-0,0085684638	-0,0092266425
41613	40,647461	-13,568945	-13,790738	0	-0,064494088	-0,032991681	-0,023746707	-0,041884653	-0,033343688	-0,029182807	-0,0071744961	-0,0086053992	-0,00929722
41613	40,74707	-13,758203	-13,946223	0	-0,06559249	-0,033423819	-0,024171807	-0,042321965	-0,033777684	-0,029256029	-0,0071906187	-0,0087653287	-0,00944441
41613	40,84668	-13,947461	-14,103356	0	-0,066302717	-0,033878837	-0,024667732	-0,042777047	-0,034191728	-0,029323913	-0,0073257238	-0,0088876234	-0,0095470846
41613	40,946289	-14,136719	-14,293574	0	-0,06687697	-0,034382414	-0,02518297	-0,043175884	-0,034788385	-0,029391564	-0,0074072378	-0,0090125063	-0,0096458737
41613	41,045898	-14,325976	-14,463338	0	-0,067228451	-0,03486589	-0,025645979	-0,043643564	-0,035308123	-0,029432386	-0,0074574011	-0,0090930378	-0,0097824056
41613	41,145508	-14,515234	-14,640615	0	-0,068518333	-0,035345186	-0,026127197	-0,044095941	-0,035812423	-0,029511767	-0,0076188445	-0,0092076426	-0,0099863019
41613	41,245117	-14,704492	-14,836408	0	-0,069451146	-0,035808299	-0,026597224	-0,044532094	-0,036295578	-0,029606801	-0,0076908758	-0,009370801	-0,010099085
41613	41,344727	-14,89375	-14,989644	0	-0,069883652	-0,036272373	-0,027071111	-0,044934727	-0,036811277	-0,029695237	-0,0077883899	-0,0094684502	-0,010265935
41613	41,444336	-15,083008	-15,154794	0	-0,070788153	-0,036744617	-0,027542464	-0,045378167	-0,037313223	-0,029723961	-0,0078595616	-0,0095758485	-0,010361979
41613	41,543945	-15,272265	-15,304523	0	-0,071205199	-0,037201781	-0,028000422	-0,045830816	-0,037774101	-0,029860958	-0,0080065671	-0,0096883541	-0,010481093
41613	41,643555	-15,461523	-15,487552	0	-0,071919337	-0,037668072	-0,02849891	-0,046246763	-0,038258538	-0,029866587	-0,0080459537	-0,0097611221	-0,010575505
41613	41,743164	-15,650781	-15,686827	0	-0,072401203	-0,038172908	-0,028969444	-0,046751488	-0,038797796	-0,02991757	-0,0081340037	-0,0098623661	-0,010710312
41613	41,842773	-15,840039	-15,886034	0	-0,073605776	-0,038687333	-0,029507913	-0,047237445	-0,039316639	-0,030038156	-0,0082972916	-0,010075907	-0,010898169
41613	41,942383	-16,029297	-16,083868	0	-0,074076839	-0,039168254	-0,029997922	-0,047687236	-0,039819598	-0,030116903	-0,0084340842	-0,010200792	-0,011071909
41613	42,041992	-16,218554	-16,258516	0	-0,074669905	-0,039663073	-0,030491211	-0,048145488	-0,040352523	-0,03016847	-0,0084770042	-0,010274616	-0,011209106
41613	42,141602	-16,407812	-16,396296	0	-0,075622275	-0,04012968	-0,030949928	-0,048599079	-0,04084003	-0,030256562	-0,0085140076	-0,010400412	-0,011325473
41613	42,241211	-16,597071	-16,590813	0	-0,076491013	-0,04061852	-0,031436332	-0,049081378	-0,041337848	-0,030337121	-0,0086911172	-0,010440524	-0,011440566
41613	42,34082	-16,786327	-16,771263	0	-0,07708706	-0,041132882	-0,031976543	-0,049532734	-0,041889369	-0,030374141	-0,0087402938	-0,01057287	-0,011565705
41613	42,44043	-16,975586	-16,965651	0	-0,077854097	-0,041654475	-0,032521166	-0,050044704	-0,042397559	-0,030432083	-0,0088186404	-0,010714552	-0,011699388
41613	42,540039	-17,164843	-17,16976	0	-0,079142116	-0,042184882	-0,033110581	-0,050513759	-0,042930305	-0,030566726	-0,0090367673	-0,010897736	-0,011846588
41613	42,639648	-17,354101	-17,377954	0	-0,079980493	-0,042694863	-0,033625029	-0,050994664	-0,043464899	-0,03061277	-0,0091617517	-0,011014977	-0,01203283
41613	42,739258	-17,54336	-17,568209	0	-0,080171786	-0,043235462	-0,034189455	-0,051500782	-0,044016153	-0,030691823	-0,0092187431	-0,011096661	-0,012212591
41613	42,838867	-17,732616	-17,714828	0	-0,080971606	-0,043720592	-0,034718387	-0,051930375	-0,044513017	-0,030768372	-0,009328384	-0,01124809	-0,012308382
41613	42,938477	-17,921875	-17,910362	0	-0,081961602	-0,044224527	-0,035270028	-0,052410509	-0,044993043	-0,03091857	-0,0094793746	-0,011457565	-0,012444755
41613	43,038086	-18,111132	-18,088514	0	-0,082562864	-0,044745643	-0,035807841	-0,052874334	-0,045554757	-0,030940678	-0,0095099416	-0,01152286	-0,012597552
41613	43,137695	-18,30039	-18,27635	0	-0,083073601	-0,045247409	-0,03635589	-0,053370267	-0,046016067	-0,031010957	-0,0096230078	-0,011614417	-0,01268259
41613	43,237305	-18,489649	-18,466419	0	-0,083841383	-0,045769159	-0,036923565	-0,053878583	-0,046505332	-0,031098869	-0,0097554848	-0,011794743	-0,012855222
41613	43,336914	-18,678905	-18,661196	0	-0,084727071	-0,046226602	-0,037399672	-0,054263778	-0,047016352	-0,031218236	-0,0099753262	-0,011874842	-0,013075867
41613	43,436523	-18,868164	-18,849657	0	-0,08554738	-0,046759196	-0,037934698	-0,054772209	-0,047570676	-0,031244742	-0,010062237	-0,011965471	-0,013194699
41613	43,536133	-19,057421	-19,028807	0	-0,086136535	-0,047282856	-0,038476475	-0,055281725	-0,048090369	-0,031394213	-0,010199174	-0,012174974	-0,013336116
41613	43,635742	-19,246679	-19,218788	0	-0,087013096	-0,04778612	-0,039041795	-0,055774096	-0,04854247	-0,031434525	-0,010278676	-0,012321864	-0,013482511
41613	43,735352	-19,435938	-19,404755	0	-0,087858178	-0,048312165	-0,039588399	-0,056242511	-0,049105585	-0,031476505	-0,010326503	-0,012341625	-0,013593708
41613	43,834961	-19,625195	-19,575232	0	-0,088268332	-0,048838612	-0,040090509	-0,056730732	-0,049694598	-0,031569935	-0,010488256	-0,012468352	-0,013749594
41613	43,93457	-19,814453	-19,780914	0	-0,089406595	-0,049329691	-0,040614985	-0,05722557	-0,050148517	-0,031648844	-0,010570251	-0,012577823	-0,013923527
41613	44,03418	-20,00371	-19,979078	0	-0,09012837	-0,049837783	-0,041137435	-0,057744268	-0,050631642	-0,031789102	-0,010791934	-0,012765166	-0,014077052
41613	44,133789	-20,192968	-20,200735	0	-0,091133825	-0,050348673	-0,041669585	-0,058229633	-0,051146805	-0,031832706	-0,010886274	-0,012867645	-0,014278186
41613	44,233398	-20,382227	-20,338882	0	-0,09133108	-0,050845601	-0,042212628	-0,058694035	-0,051630139	-0,031938057	-0,010963568	-0,013011788	-0,014369925
41613	44,333008	-20,571484	-20,530674	0	-0,092571788	-0,051329888	-0,042686798	-0,059168622	-0,052134246	-0,032015689	-0,011057465	-0,013200446	-0,014540762
41613	44,432617	-20,760742	-20,695641	0	-0,093249418	-0,051830657	-0,043208741	-0,059652653	-0,052630574	-0,032055933	-0,011149481	-0,013289711	-0,014663045
41613	44,532227	-20,949999	-20,875053	0	-0,093674473	-0,052344918	-0,043757968	-0,060126875	-0,053149909	-0,032147411	-0,01125841	-0,013431772	-0,014799601
41613	44,631836	-21,139257	-21,101667	0	-0,094500557	-0,052869845	-0,044327252	-0,060626544	-0,053655744	-0,032266676	-0,011398694	-0,013585973	-0,014913187
41613	44,731445	-21,328516	-21,297314	0	-0,095542148	-0,053412847	-0,044860847	-0,061153114	-0,054224581	-0,032348964	-0,011566977	-0,013659337	-0,015119718
41613	44,831055	-21,517773	-21,507921	0	-0,096070021	-0,053934943	-0,045408107	-0,061653636	-0,054743081	-0,0324382	-0,011705275	-0,013767147	-0,015320642
41613	44,930664	-21,707031	-21,671511	0	-0,096910633	-0,05442325	-0,045942955	-0,062109087	-0,055217713	-0,032475367	-0,011720539	-0,013954771	-0,015483267
41613	45,030273	-21,896288	-21,86865	0	-0,097640976	-0,054914881	-0,046448819	-0,062576987	-0,055718839	-0,032565027	-0,011923233	-0,014053726	-0,01557277
41613	45,129883	-22,085546	-22,019075	0	-0,098290853	-0,055422056	-0,047003083	-0,063026786	-0,056236297	-0,032601316	-0,011912967	-0,014110775	-0,01577883
41613	45,229492	-22,274805	-22,194344	0	-0,099009648	-0,055939026	-0,047518589	-0,063534394	-0,056764096	-0,03270879	-0,012073877	-0,014256452	-0,0158282
41613	45,329102	-22,464062	-22,396925	0	-0,099872053	-0,056454916	-0,048044764	-0,064023942	-0,057296038	-0,032766316	-0,012191027	-0,014392673	-0,015984409
41613	45,428711	-22,65332	-22,59734	0	-0,10038614	-0,056990031	-0,048588358	-0,064524785	-0,057856947	-0,032850266	-0,012273583	-0,014458605	-0,016200924
41613	45,52832	-22,842577	-22,782139	0	-0,10143593	-0,057465743	-0,049103759	-0,065017298	-0,058276176	-0,032967445	-0,012429321	-0,014661378	-0,016294597
41613	45,62793	-23,031836	-22,971029	0	-0,10182206	-0,057938647	-0,049620114	-0,065478578	-0,058717251	-0,033068143	-0,012502907	-0,014830959	-0,016496316
41613	45,727539	-23,221094	-23,157095	0	-0,10281783	-0,058457326	-0,050159998	-0,065973543	-0,059238434	-0,03317881	-0,012742686	-0,014991377	-0,016621418
41613	45,827148	-23,410351	-23,337786	0	-0,10312274	-0,058993757	-0,050736688	-0,066489317	-0,059755266	-0,033211615	-0,012793359	-0,015043038	-0,016744722
41613	45,926758	-23,599609	-23,504091	0	-0,10441598	-0,059475649	-0,051233537	-0,066943064	-0,060250342	-0,033210151	-0,012831391	-0,015168284	-0,016878698
41613	46,026367	-23,788866	-23,693172	0	-0,10534301	-0,059982341	-0,051754646	-0,067439564	-0,060752809	-0,033348598	-0,012989439	-0,015326182	-0,016999444
41613	46,125977	-23,978125	-23,893663	0	-0,10567829	-0,060515687	-0,052328788	-0,067964129	-0,061254144	-0,033410616	-0,01305618	-0,015402646	-0,017219331
41613	46,225586	-24,167383	-24,141897	0	-0,10652393	-0,061068047	-0,052880369	-0,068492383	-0,061831385	-0,033534046	-0,013223723	-0,015633725	-0,017383013
41613	46,325195	-24,35664	-24,304453	0	-0,10707267	-0,061561629	-0,053425752	-0,068960421	-0,062298715	-0,033639092	-0,013375638	-0,015738282	-0,017550556
41613	46,424805	-24,545898	-24,489714	0	-0,10782275	-0,062062565	-0,05393552	-0,069430634	-0,062821537	-0,033724427	-0,013437108	-0,015882853	-0,017686091
41613	46,524414	-24,735155	-24,667997	0	-0,10860432	-0,062568165	-0,054472975	-0,069899477	-0,063332051	-0,03379323	-0,013500436	-0,016022269	-0,017813843
41613	46,624023	-24,924414	-24,840467	0	-0,10939632	-0,063066185	-0,055009775	-0,070384592	-0,063804179	-0,033869397	-0,013607907	-0,016145863	-0,017967906
41613	46,723633	-25,113672	-25,045923	0	-0,11035111	-0,063554309	-0,055510096	-0,070819214	-0,064333618	-0,03393941	-0,013779996	-0,016284581	-0,018112816
41613	46,823242	-25,302929	-25,222645	0	-0,11064038	-0,064063452	-0,056071661	-0,071332857	-0,064785838	-0,033977427	-0,013888637	-0,016344197	-0,01819995
41613	46,922852	-25,492188	-25,431135	0	-0,11154674	-0,064538278	-0,056555621	-0,071781307	-0,065277904	-0,034087665	-0,014007138	-0,016512111	-0,01841221
41613	47,022461	-25,681444	-25,636589	0	-0,11247844	-0,065015264	-0,057057716	-0,072241627	-0,065746456	-0,034201622	-0,014180359	-0,016644564	-0,01857949
41613	47,12207	-25,870703	-25,801222	0	-0,11272375	-0,065533832	-0,057591088	-0,07275907	-0,066251338	-0,034312304	-0,014269746	-0,016775109	-0,01871457
41613	47,22168	-26,059961	-26,002621	0	-0,11369288	-0,066057719	-0,058149211	-0,073241942	-0,066781998	-0,034373071	-0,014344487	-0,016949568	-0,018884376
41613	47,321289	-26,249218	-26,197021	0	-0,11448786	-0,066553496	-0,058689125	-0,073721468	-0,067249894	-0,0344804	-0,014473048	-0,017079033	-0,019047482
41613	47,420898	-26,438477	-26,369183	0	-0,11517219	-0,067056254	-0,059210859	-0,074214429	-0,06774348	-0,034518272	-0,014552321	-0,017198008	-0,019149693
41613	47,520508	-26,627733	-26,558399	0	-0,11592638	-0,067555569	-0,059738614	-0,074701868	-0,068226218	-0,034607176	-0,01475128	-0,017303754	-0,019308453
41613	47,620117	-26,816992	-26,761602	0	-0,11654384	-0,068061858	-0,060254611	-0,07519725	-0,068733722	-0,034671038	-0,014892651	-0,017452125	-0,019474573
41613	47,719727	-27,00625	-26,971912	0	-0,11691898	-0,068556309	-0,06079749	-0,075680815	-0,069190621	-0,034798075	-0,015015519	-0,017572429	-0,01965826
41613	47,819336	-27,195507	-27,157511	0	-0,1178991	-0,069057763	-0,061326183	-0,076142691	-0,069704413	-0,034844343	-0,015119328	-0,017745942	-0,019784309
41613	47,918945	-27,384766	-27,331266	0	-0,11859052	-0,069563441	-0,061877064	-0,076626994	-0,070186257	-0,034962051	-0,015245761	-0,017839458	-0,019940613
41613	48,018555	-27,574022	-27,522404	0	-0,11996385	-0,070039779	-0,062364645	-0,077106252	-0,070648432	-0,035082854	-0,015374681	-0,017999653	-0,020127876
41613	48,118164	-27,763281	-27,707521	0	-0,12039971	-0,0705771	-0,062933855	-0,07762149	-0,071175963	-0,03510939	-0,01539107	-0,018088043	-0,02022654
41613	48,217773	-27,952539	-27,913809	0	-0,12120586	-0,071086638	-0,063479848	-0,078074396	-0,071705669	-0,035184935	-0,0155564	-0,018269196	-0,020364203
41613	48,317383	-28,141796	-28,106251	0	-0,12167562	-0,071569651	-0,064017825	-0,078518167	-0,07217297	-0,035271518	-0,015681366	-0,018376902	-0,020513434
41613	48,416992	-28,331055	-28,321859	0	-0,12233332	-0,072083615	-0,06453494	-0,079032868	-0,072683036	-0,035389017	-0,01590535	-0,018489435	-0,020720424
41613	48,516602	-28,520311	-28,496935	0	-0,12319162	-0,072559178	-0,065060265	-0,079452768	-0,073164493	-0,035482954	-0,016002718	-0,018571604	-0,020862723
41613	48,616211	-28,70957	-28,675505	0	-0,12363177	-0,07302431	-0,06554579	-0,079920419	-0,07360673	-0,03554558	-0,016112192	-0,018800162	-0,020994814
41613	48,71582	-28,898829	-28,873026	0	-0,1247637	-0,073562801	-0,066123851	-0,080443501	-0,074121058	-0,035641804	-0,016193602	-0,018939339	-0,021138608
41613	48,81543	-29,088085	-29,073378	0	-0,12574735	-0,074088842	-0,06670282	-0,080906712	-0,074656993	-0,035736129	-0,016337868	-0,019013513	-0,02134092
41613	48,915039	-29,277344	-29,26984	0	-0,12652092	-0,074615158	-0,067275248	-0,081411779	-0,075158447	-0,035786863	-0,016423555	-0,019129749	-0,021456465
41613	49,014648	-29,4666	-29,441368	0	-0,1269387	-0,075086176	-0,067782961	-0,081848413	-0,075627148	-0,03589512	-0,016545363	-0,019292705	-0,021591622
41613	49,114258	-29,655859	-29,653244	0	-0,12781602	-0,075568005	-0,06831526	-0,082313195	-0,076075554	-0,035982288	-0,016736301	-0,019414023	-0,021833107
41613	49,213867	-29,845118	-29,827127	0	-0,12805071	-0,076032542	-0,068774931	-0,082768008	-0,076554686	-0,036076736	-0,016782686	-0,019597031	-0,021978235
41613	49,313477	-30,034374	-30,01812	0	-0,12899563	-0,076533273	-0,069333352	-0,083225287	-0,077041179	-0,036126308	-0,016982337	-0,019653756	-0,022122953
