Datum : 	18.3.2014
Durchmesser :	99
Datum	Laufzeit	Ch 1 Kraft Sollwert	Ch 1 Kraft	Ch 1 Weg	1944 A	1944 B	1281068
d	s	kN	kN	mm	mm	mm	mm
41716	19,412109	-1	-0,98343009	-2,3581424	-0,10003708	-0,15451686	0,049689032
41716	19,912109	-1	-0,96398032	-2,3579783	-0,099928766	-0,15456338	0,04978418
41716	20,412109	-1	-0,99582225	-2,3581109	-0,10006875	-0,15447609	0,049724765
41716	20,912109	-1	-0,98490345	-2,3580999	-0,099995688	-0,15458149	0,04977981
41716	21,412109	-1	-1,0034181	-2,3574791	-0,10001924	-0,15458189	0,049812026
41716	21,912109	-1	-0,98837167	-2,3576663	-0,10003244	-0,15453829	0,049650121
41716	22,412109	-1	-0,99293327	-2,3580267	-0,1000531	-0,1545714	0,049678978
41716	22,912109	-1	-1,018092	-2,3584642	-0,099985816	-0,15456919	0,049753752
41716	23,412109	-1	-0,99952519	-2,3575916	-0,099966615	-0,15454701	0,049789246
41716	23,912109	-1	-0,98617935	-2,357851	-0,10005058	-0,15457509	0,049797654
41716	24,412109	-1	-0,98591113	-2,358161	-0,10005577	-0,15456282	0,049784895
41716	24,912109	-1	-0,9996742	-2,3580208	-0,10006826	-0,15447743	0,049737949
41716	25,412109	-1	-0,9746924	-2,3578591	-0,099961668	-0,1545504	0,049726225
41716	25,912109	-1	-0,98929554	-2,3581088	-0,10008226	-0,15455177	0,049687017
41716	26,412109	-1	-1,0026749	-2,3585103	-0,10001101	-0,15459056	0,049710151
41716	26,912109	-1	-1,0275301	-2,3578076	-0,10005756	-0,15451241	0,049764823
41716	27,412109	-1	-0,99018961	-2,3580313	-0,10001669	-0,15450177	0,049641542
41716	27,912109	-1	-0,9656381	-2,3577294	-0,10001421	-0,15450479	0,049701009
41716	28,412109	-1	-0,99560618	-2,3586705	-0,099992268	-0,15454461	0,049784191
41716	28,912109	-1	-1,022974	-2,3580699	-0,10003167	-0,15448669	0,049699765
41716	29,412109	-2,7519531	-2,6416647	-0,0092558563	-0,0005166512	-0,00066597387	-0,00039151288
41716	29,912109	-4,7019534	-4,1022544	-0,016306341	-0,00094733946	-0,0012521185	-0,00084834546
41716	30,412109	-6,6519532	-6,6721282	-0,028640777	-0,0017358717	-0,0023087822	-0,0016729872
41716	30,912109	-8,6019535	-8,485527	-0,036782771	-0,0023169145	-0,0030921437	-0,0021639566
41716	31,412109	-10,551953	-10,678555	-0,046382099	-0,00303814	-0,0038980842	-0,0028588274
41716	31,912109	-12,501953	-12,738809	-0,054279715	-0,0037894044	-0,0048277155	-0,003511766
41716	32,412109	-14,451954	-14,664599	-0,061962754	-0,0044592246	-0,0055556893	-0,0041094497
41716	32,912109	-16,401953	-16,556389	-0,069147348	-0,0051891748	-0,0064162686	-0,004711763
41716	33,412109	-18,351954	-18,500502	-0,076152384	-0,0059196521	-0,007247407	-0,0053467075
41716	33,912109	-20,301954	-20,403616	-0,083017349	-0,0066269673	-0,0080020949	-0,0059537147
41716	34,412109	-22,251953	-22,370388	-0,089597702	-0,0072890054	-0,0089039169	-0,0065468401
41716	34,912109	-24,201954	-24,321323	-0,096462667	-0,0081096031	-0,0096784383	-0,0073197805
41716	35,412109	-26,151955	-26,258331	-0,10229871	-0,0087790918	-0,010494709	-0,007881281
41716	35,912109	-28,101954	-28,183882	-0,10906234	-0,0094190501	-0,011334509	-0,0086004408
41716	36,412109	-30,051954	-30,138929	-0,11541396	-0,010232398	-0,012153566	-0,009134043
41716	36,912109	-32,001953	-32,056393	-0,12122393	-0,010952339	-0,012974788	-0,0098246504
